,area_id,area_name,crm_cd,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,crm_cd_desc,cross_street,date_occ,date_rptd,dr_no,location,location_1,mocodes,premis_cd,premis_desc,rpt_dist_no,status,status_desc,time_occ,vict_age,vict_descent,vict_sex,weapon_desc,weapon_used_cd,Month,Year,Latitude,Longitude,Zip Code
4766,15,N Hollywood,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-28,2017-10-28T00:00:00.000,171521204,10600    VICTORY                      BL,"{'type': 'Point', 'coordinates': [-118.3615, 34.186]}",0416 2000,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1529,AA,Adult Arrest,0815,24,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.186,-118.3615,91601
4768,15,N Hollywood,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-28,2017-10-28T00:00:00.000,171521223,4200    TUJUNGA                      AV,"{'type': 'Point', 'coordinates': [-118.3875, 34.1451]}",2000 0448 0444,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1583,AA,Adult Arrest,1930,38,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.1451,-118.3875,91604
4790,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-19,2017-10-19T00:00:00.000,171601175,8600    FOOTHILL                     BL,"{'type': 'Point', 'coordinates': [-118.3243, 34.2724]}",0400 0416 0445 1813 2000,109,PARK/PLAYGROUND,1617,AA,Adult Arrest,2020,43,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2724,-118.3243,91040
4792,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-21,2017-10-21T00:00:00.000,171601179,11000    DE FOE                       AV,"{'type': 'Point', 'coordinates': [-118.411, 34.2689]}",0416 0913 1814 1601 0448 0508 2000,501,SINGLE FAMILY DWELLING,1623,AO,Adult Other,2300,19,H,M,,,10,2017,34.2689,-118.411,91331
4793,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,SAN FERNANDO                 RD,2017-10-27,2017-10-28T00:00:00.000,171601194,ROSCOE                       BL,"{'type': 'Point', 'coordinates': [-118.3725, 34.2215]}",0400 0416 0446 0445 1243 2000,101,STREET,1687,AO,Adult Other,0900,54,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2215,-118.3725,91352
4815,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-08-18,2017-08-18T00:00:00.000,171613264,13100    HOYT                         ST,"{'type': 'Point', 'coordinates': [-118.4184, 34.2674]}",0448 0429 1814 2000,501,SINGLE FAMILY DWELLING,1623,AO,Adult Other,2330,36,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,8,2017,34.2674,-118.4184,91331
4836,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-09-23,2017-09-23T00:00:00.000,171614752,11200    NORRIS                       AV,"{'type': 'Point', 'coordinates': [-118.4194, 34.2734]}",1414 0416 1813 2000,501,SINGLE FAMILY DWELLING,1612,AA,Adult Arrest,1800,31,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.2734,-118.4194,91331
4847,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-07,2017-10-07T00:00:00.000,171615355,10900    ODELL                        AV,"{'type': 'Point', 'coordinates': [-118.3124, 34.267]}",0416 1814 2000,501,SINGLE FAMILY DWELLING,1618,AO,Adult Other,2330,48,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.267,-118.3124,91040
4849,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-09,2017-10-09T00:00:00.000,171615406,12100    SHELDON                      ST,"{'type': 'Point', 'coordinates': [-118.3964, 34.2374]}",0400 0444 1243 2000,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1663,AA,Adult Arrest,1200,33,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2374,-118.3964,91605
4850,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-06,2017-10-09T00:00:00.000,171615419,12000    VAN NUYS                     BL,"{'type': 'Point', 'coordinates': [-118.3953, 34.2856]}",1202 0913 0448 1601 0416 0603,501,SINGLE FAMILY DWELLING,1605,AA,Adult Arrest,2200,68,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2856,-118.3953,91342
4851,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-10,2017-10-10T00:00:00.000,171615420,13900    LOUVRE                       ST,"{'type': 'Point', 'coordinates': [-118.4361, 34.2625]}",2000 1813 0416 0913 0446 1601 1243,101,STREET,1621,AA,Adult Arrest,0430,22,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2625,-118.4361,91331
4853,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-07,2017-10-09T00:00:00.000,171615449,11900    RATNER                       ST,"{'type': 'Point', 'coordinates': [-118.393, 34.2168]}",2000 0444 0448,101,STREET,1684,AA,Adult Arrest,1830,58,H,F,,,10,2017,34.2168,-118.393,91605
4859,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,TELFAIR,2017-10-12,2017-10-12T00:00:00.000,171615545,SUNBURST,"{'type': 'Point', 'coordinates': [-118.4137, 34.2524]}",2000 0416 1814,101,STREET,1653,AO,Adult Other,1545,41,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2524,-118.4137,91331
4860,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-13,2017-10-15T00:00:00.000,171615594,10600    TELFAIR                      AV,"{'type': 'Point', 'coordinates': [-118.4225, 34.2579]}",2000 1814 0444 0533,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1642,AO,Adult Other,2310,47,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2579,-118.4225,91331
4865,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-18,2017-10-18T00:00:00.000,171615743,10000    BREIDT                       AV,"{'type': 'Point', 'coordinates': [-118.2735, 34.2495]}",1309 1414 1300 2000 1814 0416,501,SINGLE FAMILY DWELLING,1659,AO,Adult Other,1400,21,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2495,-118.2735,91214
4873,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-19,2017-10-19T00:00:00.000,171615833,12200    OSBORNE                      PL,"{'type': 'Point', 'coordinates': [-118.3989, 34.2619]}",0400 0444 1243 2000,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1654,AO,Adult Other,0930,63,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2619,-118.3989,91331
4888,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2016-02-12,2017-10-27T00:00:00.000,171616087,13800    MERCER                       ST,"{'type': 'Point', 'coordinates': [-118.4337, 34.2603]}",0400 2000,501,SINGLE FAMILY DWELLING,1621,AO,Adult Other,2030,58,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,2,2016,34.2603,-118.4337,91331
4912,16,Foothill,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-11-02,2017-11-02T00:00:00.000,171616310,10800    OLINDA                       ST,"{'type': 'Point', 'coordinates': [-118.3661, 34.2277]}",0400 0416 0445 1258 1251 1414,501,SINGLE FAMILY DWELLING,1675,AA,Adult Arrest,1040,20,H,M,BOTTLE,212,11,2017,34.2277,-118.3661,91352
4925,17,Devonshire,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-10-07,2017-10-07T00:00:00.000,171700774,9000    TAMPA                        AV,"{'type': 'Point', 'coordinates': [-118.5583, 34.244]}",2000 0444 1814 2004 1218,108,PARKING LOT,1764,AO,Adult Other,0800,29,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.244,-118.5583,91324
4958,17,Devonshire,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-07-08,2017-07-08T00:00:00.000,171713958,8600    LUBAO                        AV,"{'type': 'Point', 'coordinates': [-118.5678, 34.226]}",2000 1813 0400 0448 0330 1300 1310 1311 2002,104,DRIVEWAY,1792,AO,Adult Other,1711,48,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,7,2017,34.226,-118.5678,91324
5019,17,Devonshire,626,626,,,,INTIMATE PARTNER - SIMPLE ASSAULT,,2017-09-08,2017-09-09T00:00:00.000,171717119,11400    TAMPA                        AV,"{'type': 'Point', 'coordinates': [-118.5754, 34.2866]}",2000 1814 0416,501,SINGLE FAMILY DWELLING,1701,AO,Adult Other,1040,29,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.2866,-118.5754,91326
